{'CVE-2010-1637'},CVE-2010-1637 
{'CVE-2003-1564'},CVE-2003-1564
{'M-CWE_385'},M-CWE_385
{'det-attack-pattern--06c00069-771a-4d57-8ef5-d3718c1a8771'},det-attack-pattern--06c00069-771a-4d57-8ef5-d3718c1a8771
{'CVE-2002-1707'},CVE-2002-1707
{'CVE-2003-0579'},CVE-2003-0579
{'AP_554'},AP_554
{'M-CWE_563'},M-CWE_563
{'malware--051eaca1-958f-4091-9e5f-a9acd8f820b5'},malware--051eaca1-958f-4091-9e5f-a9acd8f820b5
{'tool--c256da91-6dd5-40b2-beeb-ee3b22ab3d27'},tool--c256da91-6dd5-40b2-beeb-ee3b22ab3d27
{'CWE_789'},CWE_789
{'M-CWE_149'},M-CWE_149
{'CVE-2010-4156'},CVE-2010-4156
{'attack-pattern--0f2c410d-d740-4ed9-abb1-b8f4a7faf6c3'},attack-pattern--0f2c410d-d740-4ed9-abb1-b8f4a7faf6c3
{'M-CWE_478'},M-CWE_478
{'CVE-2009-1048'},CVE-2009-1048
{'attack-pattern--191cc6af-1bb2-4344-ab5f-28e496638720'},attack-pattern--191cc6af-1bb2-4344-ab5f-28e496638720
{'M-CWE_147'},M-CWE_147
{'intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383'},intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383
{'attack-pattern--4ab929c6-ee2d-4fb5-aab4-b14be2ed7179'},attack-pattern--4ab929c6-ee2d-4fb5-aab4-b14be2ed7179
{'attack-pattern--086952c4-5b90-4185-b573-02bad8e11953'},attack-pattern--086952c4-5b90-4185-b573-02bad8e11953
{'intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e'},intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e
{'CWE_761'},CWE_761
{'MIT-38.1'},MIT-38.1
{'det-1-CWE_829'},det-1-CWE_829
{'CVE-2002-1742'},CVE-2002-1742
{'det-3-CWE_59'},det-3-CWE_59
{'M-CWE_494'},M-CWE_494
{'attack-pattern--20fb2507-d71c-455d-9b6d-6104461cf26b'},attack-pattern--20fb2507-d71c-455d-9b6d-6104461cf26b
{'tool--7fcbc4e8-1989-441f-9ac5-e7b6ff5806f1'},tool--7fcbc4e8-1989-441f-9ac5-e7b6ff5806f1
{'course-of-action--20a2baeb-98c2-4901-bad7-dc62d0a03dea'},course-of-action--20a2baeb-98c2-4901-bad7-dc62d0a03dea
{'CWE_272'},CWE_272
{'attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662'},attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662
{'CVE-2004-2121'},CVE-2004-2121
{'det-attack-pattern--60b508a1-6a5e-46b1-821a-9f7b78752abf'},det-attack-pattern--60b508a1-6a5e-46b1-821a-9f7b78752abf
{'CWE_354'},CWE_354
{'AP_601'},AP_601
{'CVE-2002-1975'},CVE-2002-1975
{'det-1-CWE_362'},det-1-CWE_362
{'det-attack-pattern--544b0346-29ad-41e1-a808-501bb4193f47'},det-attack-pattern--544b0346-29ad-41e1-a808-501bb4193f47
{'attack-pattern--478aa214-2ca7-4ec0-9978-18798e514790'},attack-pattern--478aa214-2ca7-4ec0-9978-18798e514790
{'CVE-2005-1711'},CVE-2005-1711
{'CVE-2008-6548'},CVE-2008-6548
{'CWE_443'},CWE_443
{'CVE-2002-0298'},CVE-2002-0298
{'CVE-2009-0152'},CVE-2009-0152
{'CVE-2003-0244'},CVE-2003-0244
{'course-of-action--d9727aee-48b8-4fdb-89e2-4c49746ba4dd'},course-of-action--d9727aee-48b8-4fdb-89e2-4c49746ba4dd
{'det-attack-pattern--b6075259-dba3-44e9-87c7-e954f37ec0d5'},det-attack-pattern--b6075259-dba3-44e9-87c7-e954f37ec0d5
{'attack-pattern--1c338d0f-a65e-4073-a5c1-c06878849f21'},attack-pattern--1c338d0f-a65e-4073-a5c1-c06878849f21
{'CVE-2009-4581'},CVE-2009-4581
{'M-CWE_683'},M-CWE_683
{'CWE_232'},CWE_232
{'det-attack-pattern--246fd3c7-f5e3-466d-8787-4c13d9e3b61c'},det-attack-pattern--246fd3c7-f5e3-466d-8787-4c13d9e3b61c
{'CVE-2011-0348'},CVE-2011-0348
{'malware--4b68b5ea-2e1b-4225-845b-8632f702b9a0'},malware--4b68b5ea-2e1b-4225-845b-8632f702b9a0
{'CVE-2004-1962'},CVE-2004-1962
{'CVE-2004-0119'},CVE-2004-0119
{'malware--c5e9cb46-aced-466c-85ea-7db5572ad9ec'},malware--c5e9cb46-aced-466c-85ea-7db5572ad9ec
{'det-4-CWE_311'},det-4-CWE_311
{'CVE-2001-1559'},CVE-2001-1559
{'AP_179'},AP_179
{'CVE-2003-0721'},CVE-2003-0721
{'CVE-2005-0563'},CVE-2005-0563
{'AP_200'},AP_200
{'det-attack-pattern--1b7ba276-eedc-4951-a762-0ceea2c030ec'},det-attack-pattern--1b7ba276-eedc-4951-a762-0ceea2c030ec
{'intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484'},intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484
{'CVE-2000-0253'},CVE-2000-0253
{'M-CWE_619'},M-CWE_619
{'det-attack-pattern--b4694861-542c-48ea-9eb1-10d356e7140a'},det-attack-pattern--b4694861-542c-48ea-9eb1-10d356e7140a
{'CWE_588'},CWE_588
{'AP_437'},AP_437
{'det-5-CWE_272'},det-5-CWE_272
{'CVE-2002-0628'},CVE-2002-0628
{'CWE_640'},CWE_640
{'AP_68'},AP_68
{'det-attack-pattern--fc742192-19e3-466c-9eb5-964a97b29490'},det-attack-pattern--fc742192-19e3-466c-9eb5-964a97b29490
{'CVE-2002-1739'},CVE-2002-1739
{'CVE-2005-2526'},CVE-2005-2526
{'CWE_749'},CWE_749
{'det-attack-pattern--51a14c76-dd3b-440b-9c20-2bf91d25a814'},det-attack-pattern--51a14c76-dd3b-440b-9c20-2bf91d25a814
{'M-CWE_653'},M-CWE_653
{'CVE-2005-2182'},CVE-2005-2182
{'CVE-2005-3140'},CVE-2005-3140
{'attack-pattern--768dce68-8d0d-477a-b01d-0eea98b963a1'},attack-pattern--768dce68-8d0d-477a-b01d-0eea98b963a1
{'OS-Independent'},OS-Independent
{'AP_162'},AP_162
{'det-4-CWE_759'},det-4-CWE_759
{'malware--b865dded-0553-4962-a44b-6fe7863effed'},malware--b865dded-0553-4962-a44b-6fe7863effed
{'CWE_941'},CWE_941
{'malware--eff1a885-6f90-42a1-901f-eef6e7a1905e'},malware--eff1a885-6f90-42a1-901f-eef6e7a1905e
{'CWE_1077'},CWE_1077
{'det-5-CWE_89'},det-5-CWE_89
{'CVE-2006-3380'},CVE-2006-3380
{'AP_62'},AP_62
{'intrusion-set--38863958-a201-4ce1-9dbe-539b0b6804e0'},intrusion-set--38863958-a201-4ce1-9dbe-539b0b6804e0
{'CWE_1123'},CWE_1123
{'malware--96566860-9f11-4b6f-964d-1c924e4f24a4'},malware--96566860-9f11-4b6f-964d-1c924e4f24a4
{'det-1-CWE_434'},det-1-CWE_434
{'CVE-2002-2227'},CVE-2002-2227
{'attack-pattern--723e3a2b-ca0d-4daa-ada8-82ea35d3733a'},attack-pattern--723e3a2b-ca0d-4daa-ada8-82ea35d3733a
{'CVE-2008-4796'},CVE-2008-4796
{'M-CWE_766'},M-CWE_766
{'AP_395'},AP_395
{'malware--b42378e0-f147-496f-992a-26a49705395b'},malware--b42378e0-f147-496f-992a-26a49705395b
{'M-CWE_496'},M-CWE_496
{'AP_586'},AP_586
{'CVE-2001-1140'},CVE-2001-1140
{'malware--eac3d77f-2b7b-4599-ba74-948dc16633ad'},malware--eac3d77f-2b7b-4599-ba74-948dc16633ad
{'det-attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34'},det-attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34
{'CVE-2000-0115'},CVE-2000-0115
{'CVE-2005-1688'},CVE-2005-1688
{'CVE-2001-1483'},CVE-2001-1483
{'AP_456'},AP_456
{'CVE-2002-1649'},CVE-2002-1649
{'CVE-2003-0422'},CVE-2003-0422
{'AP_261'},AP_261
{'CVE-2008-0769'},CVE-2008-0769
{'CVE-2000-0094'},CVE-2000-0094
{'malware--d3afa961-a80c-4043-9509-282cdf69ab21'},malware--d3afa961-a80c-4043-9509-282cdf69ab21
{'CVE-2009-3080'},CVE-2009-3080
{'M-CWE_121'},M-CWE_121
{'det-5-CWE_287'},det-5-CWE_287
{'det-attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d'},det-attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d
{'CVE-2005-2933'},CVE-2005-2933
{'attack-pattern--8f104855-e5b7-4077-b1f5-bc3103b41abe'},attack-pattern--8f104855-e5b7-4077-b1f5-bc3103b41abe
{'CWE_654'},CWE_654
{'CVE-2004-2146'},CVE-2004-2146
{'attack-pattern--54b4c251-1f0e-4eba-ba6b-dbc7a6f6f06b'},attack-pattern--54b4c251-1f0e-4eba-ba6b-dbc7a6f6f06b
{'M-CWE_491'},M-CWE_491
{'CWE_829'},CWE_829
{'CVE-2008-3494'},CVE-2008-3494
{'CVE-2001-1484'},CVE-2001-1484
{'intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1'},intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1
{'malware--196f1f32-e0c2-4d46-99cd-234d4b6befe1'},malware--196f1f32-e0c2-4d46-99cd-234d4b6befe1
{'tool--4664b683-f578-434f-919b-1c1aad2a1111'},tool--4664b683-f578-434f-919b-1c1aad2a1111
{'course-of-action--25dc1ce8-eb55-4333-ae30-a7cb4f5894a1'},course-of-action--25dc1ce8-eb55-4333-ae30-a7cb4f5894a1
{'CVE-2006-0963'},CVE-2006-0963
{'AP_300'},AP_300
{'malware--cba78a1c-186f-4112-9e6a-be1839f030f7'},malware--cba78a1c-186f-4112-9e6a-be1839f030f7
{'CWE_833'},CWE_833
{'attack-pattern--3b744087-9945-4a6f-91e8-9dbceda417a4'},attack-pattern--3b744087-9945-4a6f-91e8-9dbceda417a4
{'M-CWE_562'},M-CWE_562
{'AP_53'},AP_53
{'CVE-2009-2768'},CVE-2009-2768
{'CWE_806'},CWE_806
{'CWE_793'},CWE_793
{'course-of-action--ed202147-4026-4330-b5bd-1e8dfa8cf7cc'},course-of-action--ed202147-4026-4330-b5bd-1e8dfa8cf7cc
{'AP_639'},AP_639
{'CVE-2005-2147'},CVE-2005-2147
{'CVE-2003-0063'},CVE-2003-0063
{'tool--b77b563c-34bb-4fb8-86a3-3694338f7b47'},tool--b77b563c-34bb-4fb8-86a3-3694338f7b47
{'CVE-2002-0118'},CVE-2002-0118
{'AP_453'},AP_453
{'AP_279'},AP_279
{'CVE-2006-6767'},CVE-2006-6767
{'intrusion-set--85403903-15e0-4f9f-9be4-a259ecad4022'},intrusion-set--85403903-15e0-4f9f-9be4-a259ecad4022
{'CVE-2001-0984'},CVE-2001-0984
{'CVE-2005-2498'},CVE-2005-2498
{'det-attack-pattern--677569f9-a8b0-459e-ab24-7f18091fa7bf'},det-attack-pattern--677569f9-a8b0-459e-ab24-7f18091fa7bf
{'CVE-2010-2772'},CVE-2010-2772
{'intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9'},intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9
{'AP_583'},AP_583
{'CVE-2007-1400'},CVE-2007-1400
{'attack-pattern--389735f1-f21c-4208-b8f0-f8031e7169b8'},attack-pattern--389735f1-f21c-4208-b8f0-f8031e7169b8
{'M-CWE_109'},M-CWE_109
{'attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44'},attack-pattern--7fd87010-3a00-4da3-b905-410525e8ec44
{'det-3-CWE_131'},det-3-CWE_131
{'attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c'},attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c
{'CVE-2007-5756'},CVE-2007-5756
{'det-attack-pattern--0f4a0c76-ab2d-4cb0-85d3-3f0efb8cba0d'},det-attack-pattern--0f4a0c76-ab2d-4cb0-85d3-3f0efb8cba0d
{'M-CWE_342'},M-CWE_342
{'CVE-2005-2093'},CVE-2005-2093
{'AP_77'},AP_77
{'CWE_926'},CWE_926
{'malware--9b325b06-35a1-457d-be46-a4ecc0b7ff0c'},malware--9b325b06-35a1-457d-be46-a4ecc0b7ff0c
{'Indicator'},Indicator
{'M-CWE_838'},M-CWE_838
{'det-3-CWE_759'},det-3-CWE_759
{'AP_498'},AP_498
{'CWE_369'},CWE_369
{'malware--aaf3fa65-8b27-4e68-91de-2b7738fe4c82'},malware--aaf3fa65-8b27-4e68-91de-2b7738fe4c82
{'attack-pattern--66f73398-8394-4711-85e5-34c8540b22a5'},attack-pattern--66f73398-8394-4711-85e5-34c8540b22a5
{'CVE-2007-1584'},CVE-2007-1584
{'M-CWE_538'},M-CWE_538
{'CVE-2002-1786'},CVE-2002-1786
{'attack-pattern--b77cf5f3-6060-475d-bd60-40ccbf28fdc2'},attack-pattern--b77cf5f3-6060-475d-bd60-40ccbf28fdc2
{'M-CWE_220'},M-CWE_220
{'CVE-2001-0669'},CVE-2001-0669
{'CVE-2010-2530'},CVE-2010-2530
{'CWE_31'},CWE_31
{'CVE-2005-2109'},CVE-2005-2109
{'CVE-2002-0969'},CVE-2002-0969
{'course-of-action--cfd2cd3b-93e7-4b3e-ab46-f8bcafdbdfcf'},course-of-action--cfd2cd3b-93e7-4b3e-ab46-f8bcafdbdfcf
{'attack-pattern--1cfcb312-b8d7-47a4-b560-4b16cc677292'},attack-pattern--1cfcb312-b8d7-47a4-b560-4b16cc677292
{'course-of-action--74febc44-8955-4e4d-aca0-d4dad2f967d7'},course-of-action--74febc44-8955-4e4d-aca0-d4dad2f967d7
{'attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839'},attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839
{'AP_88'},AP_88
{'attack-pattern--42fe883a-21ea-4cfb-b94a-78b6476dcc83'},attack-pattern--42fe883a-21ea-4cfb-b94a-78b6476dcc83
{'CVE-2005-2193'},CVE-2005-2193
{'AP_165'},AP_165
{'CVE-2005-1406'},CVE-2005-1406
{'det-1-CWE_110'},det-1-CWE_110
{'CVE-1999-1386'},CVE-1999-1386
{'attack-pattern--c23b740b-a42b-47a1-aec2-9d48ddd547ff'},attack-pattern--c23b740b-a42b-47a1-aec2-9d48ddd547ff
{'course-of-action--e547ed6a-f1ca-40df-8613-2ce27927f145'},course-of-action--e547ed6a-f1ca-40df-8613-2ce27927f145
{'tool--cb69b20d-56d0-41ab-8440-4a4b251614d4'},tool--cb69b20d-56d0-41ab-8440-4a4b251614d4
{'course-of-action--f2cb6ce2-188d-4162-8feb-594f949b13dd'},course-of-action--f2cb6ce2-188d-4162-8feb-594f949b13dd
{'CVE-2005-4860'},CVE-2005-4860
{'attack-pattern--6831414d-bb70-42b7-8030-d4e06b2660c9'},attack-pattern--6831414d-bb70-42b7-8030-d4e06b2660c9
{'AP_136'},AP_136
{'det-3-CWE_829'},det-3-CWE_829
{'CWE_317'},CWE_317
{'AP_246'},AP_246
{'malware--17e919aa-4a49-445c-b103-dbb8df9e7351'},malware--17e919aa-4a49-445c-b103-dbb8df9e7351
{'det-attack-pattern--bf147104-abf9-4221-95d1-e81585859441'},det-attack-pattern--bf147104-abf9-4221-95d1-e81585859441
{'course-of-action--90c218c3-fbf8-4830-98a7-e8cfb7eaa485'},course-of-action--90c218c3-fbf8-4830-98a7-e8cfb7eaa485
{'CWE_163'},CWE_163
{'det-attack-pattern--dcaa092b-7de9-4a21-977f-7fcb77e89c48'},det-attack-pattern--dcaa092b-7de9-4a21-977f-7fcb77e89c48
{'course-of-action--10571bf2-8073-4edf-a71c-23bad225532e'},course-of-action--10571bf2-8073-4edf-a71c-23bad225532e
{'CVE-2008-4730'},CVE-2008-4730
{'CVE-2008-4989'},CVE-2008-4989
{'CVE-1999-1055'},CVE-1999-1055
{'M-CWE_88'},M-CWE_88
{'CVE-2017-0492'},CVE-2017-0492
{'CVE-2000-0497'},CVE-2000-0497
{'CVE-2007-2431'},CVE-2007-2431
{'CWE_287'},CWE_287
{'CVE-2005-1794'},CVE-2005-1794
{'det-0-CWE_190'},det-0-CWE_190
{'CVE-2006-6679'},CVE-2006-6679
{'CVE-2003-0143'},CVE-2003-0143
{'CWE_94'},CWE_94
{'attack-pattern--72b5ef57-325c-411b-93ca-a3ca6fa17e31'},attack-pattern--72b5ef57-325c-411b-93ca-a3ca6fa17e31
{'CVE-2005-3287'},CVE-2005-3287
{'CVE-2009-1837'},CVE-2009-1837
{'det-7-CWE_22'},det-7-CWE_22
{'attack-pattern--09b130a2-a77e-4af0-a361-f46f9aad1345'},attack-pattern--09b130a2-a77e-4af0-a361-f46f9aad1345
{'AP_302'},AP_302
{'malware--2a70812b-f1ef-44db-8578-a496a227aef2'},malware--2a70812b-f1ef-44db-8578-a496a227aef2
{'det-attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c'},det-attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c
{'WannaCry_T1543_003_02'},WannaCry_T1543_003_02
{'det-attack-pattern--ad255bfe-a9e6-4b52-a258-8d3462abe842'},det-attack-pattern--ad255bfe-a9e6-4b52-a258-8d3462abe842
{'CWE_431'},CWE_431
{'det-1-CWE_653'},det-1-CWE_653
{'AP_620'},AP_620
{'CVE-2008-0368'},CVE-2008-0368
{'course-of-action--c1676218-c16a-41c9-8f7a-023779916e39'},course-of-action--c1676218-c16a-41c9-8f7a-023779916e39
{'CVE-2008-5573'},CVE-2008-5573
{'AP_491'},AP_491
{'AP_214'},AP_214
{'CWE_314'},CWE_314
{'CWE_766'},CWE_766
{'det-1-CWE_404'},det-1-CWE_404
{'malware--da5880b4-f7da-4869-85f2-e0aba84b8565'},malware--da5880b4-f7da-4869-85f2-e0aba84b8565
{'CVE-2009-2416'},CVE-2009-2416
{'malware--9dbdadb6-fdbf-490f-a35f-38762d06a0d2'},malware--9dbdadb6-fdbf-490f-a35f-38762d06a0d2
{'course-of-action--ec42d8be-f762-4127-80f4-f079ea6d7135'},course-of-action--ec42d8be-f762-4127-80f4-f079ea6d7135
{'det-4-CWE_732'},det-4-CWE_732
{'CWE_267'},CWE_267
{'malware--3161d76a-e2b2-4b97-9906-24909b735386'},malware--3161d76a-e2b2-4b97-9906-24909b735386
{'course-of-action--9da16278-c6c5-4410-8a6b-9c16ce8005b3'},course-of-action--9da16278-c6c5-4410-8a6b-9c16ce8005b3
{'det-1-CWE_798'},det-1-CWE_798
{'course-of-action--c47a9b55-8f61-4b82-b833-1db6242c754e'},course-of-action--c47a9b55-8f61-4b82-b833-1db6242c754e
{'CVE-2001-0687'},CVE-2001-0687
{'M-CWE_391'},M-CWE_391
{'M-CWE_586'},M-CWE_586
{'attack-pattern--0042a9f5-f053-4769-b3ef-9ad018dfa298'},attack-pattern--0042a9f5-f053-4769-b3ef-9ad018dfa298
{'AP_7'},AP_7
{'AP_103'},AP_103
{'CWE_36'},CWE_36
{'CVE-1999-1568'},CVE-1999-1568
{'malware--d69c8146-ab35-4d50-8382-6fc80e641d43'},malware--d69c8146-ab35-4d50-8382-6fc80e641d43
{'CWE_321'},CWE_321
{'CVE-2007-3749'},CVE-2007-3749
{'det-attack-pattern--5e4a2073-9643-44cb-a0b5-e7f4048446c7'},det-attack-pattern--5e4a2073-9643-44cb-a0b5-e7f4048446c7
{'course-of-action--d5dce4b9-f1fa-4c03-aff9-ce177246cb64'},course-of-action--d5dce4b9-f1fa-4c03-aff9-ce177246cb64
{'CVE-2004-0095'},CVE-2004-0095
{'attack-pattern--7dd95ff6-712e-4056-9626-312ea4ab4c5e'},attack-pattern--7dd95ff6-712e-4056-9626-312ea4ab4c5e
{'AP_126'},AP_126
{'CVE-2001-1410'},CVE-2001-1410
{'CVE-2000-0191'},CVE-2000-0191
{'CVE-2002-1788'},CVE-2002-1788
{'det-attack-pattern--c8e87b83-edbb-48d4-9295-4974897525b7'},det-attack-pattern--c8e87b83-edbb-48d4-9295-4974897525b7
{'CWE_491'},CWE_491
{'AP_467'},AP_467
{'M-CWE_84'},M-CWE_84
{'CVE-2001-1494'},CVE-2001-1494
{'intrusion-set--277d2f87-2ae5-4730-a3aa-50c1fdff9656'},intrusion-set--277d2f87-2ae5-4730-a3aa-50c1fdff9656
{'AP_383'},AP_383
{'course-of-action--7a4d0054-53cd-476f-88af-955dddc80ee0'},course-of-action--7a4d0054-53cd-476f-88af-955dddc80ee0
{'CWE_52'},CWE_52
{'AP_597'},AP_597
{'CVE-2001-0825'},CVE-2001-0825
{'CVE-2005-1892'},CVE-2005-1892
{'CVE-2005-3265'},CVE-2005-3265
{'attack-pattern--c3bce4f4-9795-46c6-976e-8676300bbc39'},attack-pattern--c3bce4f4-9795-46c6-976e-8676300bbc39
{'det-4-CWE_395'},det-4-CWE_395
{'AP_521'},AP_521
{'CVE-2007-0164'},CVE-2007-0164
{'CVE-2001-0559'},CVE-2001-0559
{'CWE_240'},CWE_240
{'det-attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b'},det-attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b
{'CVE-2008-3282'},CVE-2008-3282
{'CVE-2002-0253'},CVE-2002-0253
{'CVE-2005-0315'},CVE-2005-0315
{'intrusion-set--6b9ebeb5-20bf-48b0-afb7-988d769a2f01'},intrusion-set--6b9ebeb5-20bf-48b0-afb7-988d769a2f01
{'CVE-2013-5725'},CVE-2013-5725
{'CWE_1051'},CWE_1051
{'CWE_6'},CWE_6
{'det-3-CWE_770'},det-3-CWE_770
{'attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688'},attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688
{'CVE-2006-2059'},CVE-2006-2059
{'AP_448'},AP_448
{'CVE-2006-7079'},CVE-2006-7079
{'M-CWE_460'},M-CWE_460
{'tool--362dc67f-4e85-4562-9dac-1b6b7f3ec4b5'},tool--362dc67f-4e85-4562-9dac-1b6b7f3ec4b5
{'det-attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6'},det-attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6
{'CVE-2005-2548'},CVE-2005-2548
{'attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18'},attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
{'det-5-CWE_330'},det-5-CWE_330
{'CVE-2002-1757'},CVE-2002-1757
{'attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf'},attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
{'det-9-CWE_798'},det-9-CWE_798
{'CVE-2002-1981'},CVE-2002-1981
{'CVE-2008-1807'},CVE-2008-1807
{'det-6-CWE_190'},det-6-CWE_190
{'M-CWE_434'},M-CWE_434
{'attack-pattern--9e80ddfb-ce32-4961-a778-ca6a10cfae72'},attack-pattern--9e80ddfb-ce32-4961-a778-ca6a10cfae72
{'CVE-2009-0311'},CVE-2009-0311
{'CVE-2005-2475'},CVE-2005-2475
{'M-CWE_69'},M-CWE_69
{'Observable'},Observable
{'CWE_532'},CWE_532
{'CVE-2005-2088'},CVE-2005-2088
{'intrusion-set--5e78ae92-3ffd-4b16-bf62-e798529d73f1'},intrusion-set--5e78ae92-3ffd-4b16-bf62-e798529d73f1
{'CVE-2010-2620'},CVE-2010-2620
{'det-0-CWE_295'},det-0-CWE_295
{'CWE_493'},CWE_493
{'M-CWE_370'},M-CWE_370
{'AP_643'},AP_643
{'M-CWE_609'},M-CWE_609
{'CVE-2007-6197'},CVE-2007-6197
{'malware--53ab35c2-d00e-491a-8753-41d35ae7e547'},malware--53ab35c2-d00e-491a-8753-41d35ae7e547
{'course-of-action--97d8eadb-0459-4c1d-bf1a-e053bd75df61'},course-of-action--97d8eadb-0459-4c1d-bf1a-e053bd75df61
{'det-0-CWE_120'},det-0-CWE_120
{'CVE-2007-6033'},CVE-2007-6033
{'AP_477'},AP_477
{'AP_396'},AP_396
{'CVE-2000-0319'},CVE-2000-0319
{'AP_36'},AP_36
{'CWE_607'},CWE_607
{'det-attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88'},det-attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88
{'det-attack-pattern--8868cb5b-d575-4a60-acb2-07d37389a2fd'},det-attack-pattern--8868cb5b-d575-4a60-acb2-07d37389a2fd
{'det-attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5'},det-attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5
{'det-attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2'},det-attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2
{'det-7-CWE_119'},det-7-CWE_119
{'attack-pattern--61afc315-860c-4364-825d-0d62b2e91edc'},attack-pattern--61afc315-860c-4364-825d-0d62b2e91edc
{'CVE-2012-4399'},CVE-2012-4399
{'det-5-CWE_20'},det-5-CWE_20
{'det-3-CWE_209'},det-3-CWE_209
{'det-attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611'},det-attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611
{'CVE-2008-7310'},CVE-2008-7310
{'det-1-CWE_200'},det-1-CWE_200
{'CWE_450'},CWE_450
{'tool--cf23bf4a-e003-4116-bbae-1ea6c558d565'},tool--cf23bf4a-e003-4116-bbae-1ea6c558d565
{'AP_421'},AP_421
{'CVE-2000-0536'},CVE-2000-0536
{'SaaS'},SaaS
{'attack-pattern--d273434a-448e-4598-8e14-607f4a0d5e27'},attack-pattern--d273434a-448e-4598-8e14-607f4a0d5e27
{'CVE-2001-1029'},CVE-2001-1029
{'det-attack-pattern--633a100c-b2c9-41bf-9be5-905c1b16c825'},det-attack-pattern--633a100c-b2c9-41bf-9be5-905c1b16c825
{'det-attack-pattern--1e9eb839-294b-48cc-b0d3-c45555a2a004'},det-attack-pattern--1e9eb839-294b-48cc-b0d3-c45555a2a004
{'CVE-2002-0112'},CVE-2002-0112
{'det-attack-pattern--d74c4a7e-ffbf-432f-9365-7ebf1f787cab'},det-attack-pattern--d74c4a7e-ffbf-432f-9365-7ebf1f787cab
{'CVE-2004-2163'},CVE-2004-2163
{'malware--d5268dfb-ae2b-4e0e-ac07-02a460613d8a'},malware--d5268dfb-ae2b-4e0e-ac07-02a460613d8a
{'M-CWE_540'},M-CWE_540
{'CVE-2006-3211'},CVE-2006-3211
{'det-2-CWE_834'},det-2-CWE_834
{'CVE-2007-5578'},CVE-2007-5578
{'AP_87'},AP_87
{'det-0-CWE_400'},det-0-CWE_400
{'det-7-CWE_120'},det-7-CWE_120
{'CWE_923'},CWE_923
{'det-attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62'},det-attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
{'course-of-action--d256cb63-b021-4b4a-bb6d-1b42eea179a3'},course-of-action--d256cb63-b021-4b4a-bb6d-1b42eea179a3
{'CWE_619'},CWE_619
{'attack-pattern--b8cfed42-6a8a-4989-ad72-541af74475ec'},attack-pattern--b8cfed42-6a8a-4989-ad72-541af74475ec
{'M-CWE_839'},M-CWE_839
{'M-CWE_459'},M-CWE_459
{'CVE-2000-0315'},CVE-2000-0315
{'attack-pattern--1365fe3b-0f50-455d-b4da-266ce31c23b0'},attack-pattern--1365fe3b-0f50-455d-b4da-266ce31c23b0
{'det-0-CWE_916'},det-0-CWE_916
{'AP_131'},AP_131
{'CVE-2002-0802'},CVE-2002-0802
{'malware--f99f3dcc-683f-4936-8791-075ac5e58f10'},malware--f99f3dcc-683f-4936-8791-075ac5e58f10
{'CWE_258'},CWE_258
