root,tail,path,prob 
CTIKG#ThreatActor,owl#disjointWith,"['CTIKG#ThreatActor', ['owl#disjointWith', 1.0], 'CTIKG#Software']",1.0
CTIKG#ThreatActor,CTIKG#AttackPattern,"['CTIKG#ThreatActor', ('CTIKG#uses', 0.003472222222222222), 'CTIKG#AttackPattern']",0.003472222222222222
CTIKG#ThreatActor,CTIKG#uses,"['CTIKG#ThreatActor', ['CTIKG#uses', 1.0], 'CTIKG#AttackPattern']",1.0
CTIKG#ThreatActor,CTIKG#Tool,"['CTIKG#ThreatActor', ('CTIKG#downloads', 0.003472222222222222), 'CTIKG#Tool']",0.003472222222222222
CTIKG#ThreatActor,CTIKG#downloads,"['CTIKG#ThreatActor', ['CTIKG#downloads', 1.0], 'CTIKG#Tool']",1.0
CTIKG#ThreatActor,CTIKG#Tool,"['CTIKG#ThreatActor', ('CTIKG#uses', 0.003472222222222222), 'CTIKG#Tool']",0.003472222222222222
CTIKG#ThreatActor,CTIKG#uses,"['CTIKG#ThreatActor', ['CTIKG#uses', 1.0], 'CTIKG#Tool']",1.0
CTIKG#ThreatActor,CTIKG#Tool,"['CTIKG#ThreatActor', ('owl#intersectionOf', 0.003472222222222222), 'CTIKG#Tool']",0.003472222222222222
CTIKG#ThreatActor,owl#intersectionOf,"['CTIKG#ThreatActor', ['owl#intersectionOf', 1.0], 'CTIKG#Tool']",1.0
CTIKG#ThreatActor,CTIKG#Weakness,"['CTIKG#ThreatActor', ('CTIKG#targets', 0.027777777777777776), 'CTIKG#Weakness']",0.027777777777777776
CTIKG#ThreatActor,CTIKG#targets,"['CTIKG#ThreatActor', ['CTIKG#targets', 1.0], 'CTIKG#Weakness']",1.0
CTIKG#ThreatActor,CTIKG#AttackPattern,"['CTIKG#ThreatActor', ('CTIKG#revoked-by', 0.027777777777777776), 'CTIKG#AttackPattern']",0.027777777777777776
CTIKG#ThreatActor,CTIKG#revoked-by,"['CTIKG#ThreatActor', ['CTIKG#revoked-by', 1.0], 'CTIKG#AttackPattern']",1.0
CTIKG#ThreatActor,CTIKG#ObservedData,"['CTIKG#ThreatActor', ('CTIKG#subtechnique-of', 0.027777777777777776), 'CTIKG#ObservedData']",0.027777777777777776
CTIKG#ThreatActor,CTIKG#subtechnique-of,"['CTIKG#ThreatActor', ['CTIKG#subtechnique-of', 1.0], 'CTIKG#ObservedData']",1.0
CTIKG#ThreatActor,CTIKG#ObservedData,"['CTIKG#ThreatActor', ('CTIKG#affects', 0.027777777777777776), 'CTIKG#ObservedData']",0.027777777777777776
CTIKG#ThreatActor,CTIKG#affects,"['CTIKG#ThreatActor', ['CTIKG#affects', 1.0], 'CTIKG#ObservedData']",1.0
CTIKG#ThreatActor,CTIKG#ObservedData,"['CTIKG#ThreatActor', ('CTIKG#requires', 0.027777777777777776), 'CTIKG#ObservedData']",0.027777777777777776
CTIKG#ThreatActor,CTIKG#requires,"['CTIKG#ThreatActor', ['CTIKG#requires', 1.0], 'CTIKG#ObservedData']",1.0
CTIKG#ThreatActor,CTIKG#Malware,"['CTIKG#ThreatActor', ('CTIKG#uses-of', 0.25), 'CTIKG#Malware']",0.25
CTIKG#ThreatActor,CTIKG#uses-of,"['CTIKG#ThreatActor', ['CTIKG#uses-of', 1.0], 'CTIKG#Malware']",1.0
CTIKG#Indicator,CTIKG#Indicator,['CTIKG#Indicator'],1
CTIKG#Indicator,CTIKG#Campaign,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign']",0.16666666666666666
CTIKG#Indicator,CTIKG#indicates,"['CTIKG#Indicator', ['CTIKG#indicates', 1.0], 'CTIKG#Campaign']",1.0
CTIKG#Indicator,CTIKG#Vulnerability,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#targets', 0.041666666666666664), 'CTIKG#Vulnerability']",0.006944444444444444
CTIKG#Indicator,CTIKG#targets,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ['CTIKG#targets', 1.0], 'CTIKG#Vulnerability']",0.16666666666666666
CTIKG#Indicator,CTIKG#ApplicablePlatforms,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#targets', 0.041666666666666664), 'CTIKG#Vulnerability', ('CTIKG#based-on', 0.020833333333333332), 'CTIKG#ApplicablePlatforms']",0.00014467592592592592
CTIKG#Indicator,CTIKG#based-on,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#targets', 0.041666666666666664), 'CTIKG#Vulnerability', ['CTIKG#based-on', 1.0], 'CTIKG#ApplicablePlatforms']",0.006944444444444444
CTIKG#Indicator,CTIKG#Vulnerability,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#targets', 0.041666666666666664), 'CTIKG#Vulnerability', ('CTIKG#based-on', 0.020833333333333332), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.010416666666666666), 'CTIKG#Vulnerability']",1.5070408950617283e-06
CTIKG#Indicator,CTIKG#has,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#targets', 0.041666666666666664), 'CTIKG#Vulnerability', ('CTIKG#based-on', 0.020833333333333332), 'CTIKG#ApplicablePlatforms', ['CTIKG#has', 1.0], 'CTIKG#Vulnerability']",0.00014467592592592592
CTIKG#Indicator,CTIKG#Weakness,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#targets', 0.041666666666666664), 'CTIKG#Vulnerability', ('CTIKG#based-on', 0.020833333333333332), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.010416666666666666), 'CTIKG#Vulnerability', ('CTIKG#derived-from', 0.005208333333333333), 'CTIKG#Weakness']",7.849171328446501e-09
CTIKG#Indicator,CTIKG#derived-from,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#targets', 0.041666666666666664), 'CTIKG#Vulnerability', ('CTIKG#based-on', 0.020833333333333332), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.010416666666666666), 'CTIKG#Vulnerability', ['CTIKG#derived-from', 1.0], 'CTIKG#Weakness']",1.5070408950617283e-06
CTIKG#Indicator,CTIKG#ApplicablePlatforms,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#targets', 0.041666666666666664), 'CTIKG#Vulnerability', ('CTIKG#based-on', 0.020833333333333332), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.010416666666666666), 'CTIKG#Vulnerability', ('CTIKG#derived-from', 0.005208333333333333), 'CTIKG#Weakness', ('CTIKG#based-on', 0.005208333333333333), 'CTIKG#ApplicablePlatforms']",4.088110066899219e-11
CTIKG#Indicator,CTIKG#based-on,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#targets', 0.041666666666666664), 'CTIKG#Vulnerability', ('CTIKG#based-on', 0.020833333333333332), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.010416666666666666), 'CTIKG#Vulnerability', ('CTIKG#derived-from', 0.005208333333333333), 'CTIKG#Weakness', ['CTIKG#based-on', 1.0], 'CTIKG#ApplicablePlatforms']",7.849171328446501e-09
CTIKG#Indicator,CTIKG#Weakness,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#targets', 0.041666666666666664), 'CTIKG#Vulnerability', ('CTIKG#based-on', 0.020833333333333332), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.010416666666666666), 'CTIKG#Vulnerability', ('CTIKG#derived-from', 0.005208333333333333), 'CTIKG#Weakness', ('CTIKG#based-on', 0.005208333333333333), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.0026041666666666665), 'CTIKG#Weakness']",1.0646119965883382e-13
CTIKG#Indicator,CTIKG#has,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#targets', 0.041666666666666664), 'CTIKG#Vulnerability', ('CTIKG#based-on', 0.020833333333333332), 'CTIKG#ApplicablePlatforms', ('CTIKG#has', 0.010416666666666666), 'CTIKG#Vulnerability', ('CTIKG#derived-from', 0.005208333333333333), 'CTIKG#Weakness', ('CTIKG#based-on', 0.005208333333333333), 'CTIKG#ApplicablePlatforms', ['CTIKG#has', 1.0], 'CTIKG#Weakness']",4.088110066899219e-11
CTIKG#Indicator,CTIKG#Weakness,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#has', 0.010416666666666666), 'CTIKG#Weakness']",0.001736111111111111
CTIKG#Indicator,CTIKG#has,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ['CTIKG#has', 1.0], 'CTIKG#Weakness']",0.16666666666666666
CTIKG#Indicator,CTIKG#Weakness,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#derived-from', 0.020833333333333332), 'CTIKG#Weakness']",0.003472222222222222
CTIKG#Indicator,CTIKG#derived-from,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ['CTIKG#derived-from', 1.0], 'CTIKG#Weakness']",0.16666666666666666
CTIKG#Indicator,CTIKG#AttackPattern,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern']",0.006944444444444444
CTIKG#Indicator,CTIKG#uses,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ['CTIKG#uses', 1.0], 'CTIKG#AttackPattern']",0.16666666666666666
CTIKG#Indicator,CTIKG#Vulnerability,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#targets', 0.004629629629629629), 'CTIKG#Vulnerability']",3.215020576131687e-05
CTIKG#Indicator,CTIKG#targets,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ['CTIKG#targets', 1.0], 'CTIKG#Vulnerability']",0.006944444444444444
CTIKG#Indicator,CTIKG#Tool,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Tool']",3.215020576131687e-05
CTIKG#Indicator,CTIKG#uses,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ['CTIKG#uses', 1.0], 'CTIKG#Tool']",0.006944444444444444
CTIKG#Indicator,CTIKG#Vulnerability,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Tool', ('CTIKG#targets', 0.004629629629629629), 'CTIKG#Vulnerability']",1.488435451912818e-07
CTIKG#Indicator,CTIKG#targets,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Tool', ['CTIKG#targets', 1.0], 'CTIKG#Vulnerability']",3.215020576131687e-05
CTIKG#Indicator,CTIKG#Software,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#targets', 0.004629629629629629), 'CTIKG#Software']",3.215020576131687e-05
CTIKG#Indicator,CTIKG#targets,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ['CTIKG#targets', 1.0], 'CTIKG#Software']",0.006944444444444444
CTIKG#Indicator,CTIKG#Tool,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#targets', 0.004629629629629629), 'CTIKG#Software', ('owl#intersectionOf', 0.004629629629629629), 'CTIKG#Tool']",1.488435451912818e-07
CTIKG#Indicator,owl#intersectionOf,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#targets', 0.004629629629629629), 'CTIKG#Software', ['owl#intersectionOf', 1.0], 'CTIKG#Tool']",3.215020576131687e-05
CTIKG#Indicator,CTIKG#Malware,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware']",3.215020576131687e-05
CTIKG#Indicator,CTIKG#uses,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ['CTIKG#uses', 1.0], 'CTIKG#Malware']",0.006944444444444444
CTIKG#Indicator,CTIKG#Vulnerability,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#targets', 0.0005787037037037037), 'CTIKG#Vulnerability']",1.8605443148910224e-08
CTIKG#Indicator,CTIKG#targets,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ['CTIKG#targets', 1.0], 'CTIKG#Vulnerability']",3.215020576131687e-05
CTIKG#Indicator,CTIKG#ApplicablePlatforms,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#based-on', 0.0005787037037037037), 'CTIKG#ApplicablePlatforms']",1.8605443148910224e-08
CTIKG#Indicator,CTIKG#based-on,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ['CTIKG#based-on', 1.0], 'CTIKG#ApplicablePlatforms']",3.215020576131687e-05
CTIKG#Indicator,CTIKG#Malware,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware']",1.8605443148910224e-08
CTIKG#Indicator,CTIKG#variant-of,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ['CTIKG#variant-of', 1.0], 'CTIKG#Malware']",3.215020576131687e-05
CTIKG#Indicator,CTIKG#Software,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('owl#disjointWith', 7.233796296296296e-05), 'CTIKG#Software']",1.3458798574153808e-12
CTIKG#Indicator,owl#disjointWith,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ['owl#disjointWith', 1.0], 'CTIKG#Software']",1.8605443148910224e-08
CTIKG#Indicator,CTIKG#AttackPattern,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('CTIKG#uses', 7.233796296296296e-05), 'CTIKG#AttackPattern']",1.3458798574153808e-12
CTIKG#Indicator,CTIKG#uses,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ['CTIKG#uses', 1.0], 'CTIKG#AttackPattern']",1.8605443148910224e-08
CTIKG#Indicator,CTIKG#Weakness,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('CTIKG#uses', 7.233796296296296e-05), 'CTIKG#AttackPattern', ('CTIKG#targets', 8.037551440329217e-06), 'CTIKG#Weakness']",1.0817578586479075e-17
CTIKG#Indicator,CTIKG#targets,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('CTIKG#uses', 7.233796296296296e-05), 'CTIKG#AttackPattern', ['CTIKG#targets', 1.0], 'CTIKG#Weakness']",1.3458798574153808e-12
CTIKG#Indicator,CTIKG#AttackPattern,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('CTIKG#uses', 7.233796296296296e-05), 'CTIKG#AttackPattern', ('CTIKG#revoked-by', 8.037551440329217e-06), 'CTIKG#AttackPattern']",1.0817578586479075e-17
CTIKG#Indicator,CTIKG#revoked-by,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('CTIKG#uses', 7.233796296296296e-05), 'CTIKG#AttackPattern', ['CTIKG#revoked-by', 1.0], 'CTIKG#AttackPattern']",1.3458798574153808e-12
CTIKG#Indicator,CTIKG#ObservedData,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('CTIKG#uses', 7.233796296296296e-05), 'CTIKG#AttackPattern', ('CTIKG#revoked-by', 8.037551440329217e-06), 'CTIKG#AttackPattern', ('CTIKG#subtechnique-of', 8.930612711476908e-07), 'CTIKG#ObservedData']",9.660760483181042e-24
CTIKG#Indicator,CTIKG#subtechnique-of,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('CTIKG#uses', 7.233796296296296e-05), 'CTIKG#AttackPattern', ('CTIKG#revoked-by', 8.037551440329217e-06), 'CTIKG#AttackPattern', ['CTIKG#subtechnique-of', 1.0], 'CTIKG#ObservedData']",1.0817578586479075e-17
CTIKG#Indicator,CTIKG#AttackPattern,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('CTIKG#uses', 7.233796296296296e-05), 'CTIKG#AttackPattern', ('CTIKG#revoked-by', 8.037551440329217e-06), 'CTIKG#AttackPattern', ('CTIKG#subtechnique-of', 8.930612711476908e-07), 'CTIKG#ObservedData', ('CTIKG#indicates', 8.930612711476908e-07), 'CTIKG#AttackPattern']",8.62765103736304e-30
CTIKG#Indicator,CTIKG#indicates,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('CTIKG#uses', 7.233796296296296e-05), 'CTIKG#AttackPattern', ('CTIKG#revoked-by', 8.037551440329217e-06), 'CTIKG#AttackPattern', ('CTIKG#subtechnique-of', 8.930612711476908e-07), 'CTIKG#ObservedData', ['CTIKG#indicates', 1.0], 'CTIKG#AttackPattern']",9.660760483181042e-24
CTIKG#Indicator,CTIKG#ObservedData,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('CTIKG#uses', 7.233796296296296e-05), 'CTIKG#AttackPattern', ('CTIKG#revoked-by', 8.037551440329217e-06), 'CTIKG#AttackPattern', ('CTIKG#subtechnique-of', 8.930612711476908e-07), 'CTIKG#ObservedData', ('CTIKG#indicates', 8.930612711476908e-07), 'CTIKG#AttackPattern', ('CTIKG#affects', 9.922903012752119e-08), 'CTIKG#ObservedData']",8.561134447162365e-37
CTIKG#Indicator,CTIKG#affects,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('CTIKG#uses', 7.233796296296296e-05), 'CTIKG#AttackPattern', ('CTIKG#revoked-by', 8.037551440329217e-06), 'CTIKG#AttackPattern', ('CTIKG#subtechnique-of', 8.930612711476908e-07), 'CTIKG#ObservedData', ('CTIKG#indicates', 8.930612711476908e-07), 'CTIKG#AttackPattern', ['CTIKG#affects', 1.0], 'CTIKG#ObservedData']",8.62765103736304e-30
CTIKG#Indicator,CTIKG#ObservedData,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('CTIKG#uses', 7.233796296296296e-05), 'CTIKG#AttackPattern', ('CTIKG#revoked-by', 8.037551440329217e-06), 'CTIKG#AttackPattern', ('CTIKG#subtechnique-of', 8.930612711476908e-07), 'CTIKG#ObservedData', ('CTIKG#indicates', 8.930612711476908e-07), 'CTIKG#AttackPattern', ('CTIKG#requires', 9.922903012752119e-08), 'CTIKG#ObservedData']",8.561134447162365e-37
CTIKG#Indicator,CTIKG#requires,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('CTIKG#uses', 7.233796296296296e-05), 'CTIKG#AttackPattern', ('CTIKG#revoked-by', 8.037551440329217e-06), 'CTIKG#AttackPattern', ('CTIKG#subtechnique-of', 8.930612711476908e-07), 'CTIKG#ObservedData', ('CTIKG#indicates', 8.930612711476908e-07), 'CTIKG#AttackPattern', ['CTIKG#requires', 1.0], 'CTIKG#ObservedData']",8.62765103736304e-30
CTIKG#Indicator,CTIKG#ObservedData,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('CTIKG#affects', 8.930612711476908e-07), 'CTIKG#ObservedData']",1.6615800708831858e-14
CTIKG#Indicator,CTIKG#affects,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ['CTIKG#affects', 1.0], 'CTIKG#ObservedData']",1.8605443148910224e-08
CTIKG#Indicator,CTIKG#ObservedData,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('CTIKG#requires', 8.930612711476908e-07), 'CTIKG#ObservedData']",1.6615800708831858e-14
CTIKG#Indicator,CTIKG#requires,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ['CTIKG#requires', 1.0], 'CTIKG#ObservedData']",1.8605443148910224e-08
CTIKG#Indicator,CTIKG#ObservedData,"['CTIKG#Indicator', ('CTIKG#indicates', 0.16666666666666666), 'CTIKG#Campaign', ('CTIKG#uses', 0.041666666666666664), 'CTIKG#AttackPattern', ('CTIKG#uses', 0.004629629629629629), 'CTIKG#Malware', ('CTIKG#variant-of', 0.0005787037037037037), 'CTIKG#Malware', ('CTIKG#subtechnique-of', 8.037551440329217e-06), 'CTIKG#ObservedData']",1.4954220637948673e-13
